SUBJ,CRS,SEC,TITLE,INSTRUCTORS,CRN,MIN_CRED,MAX_CRED,DAYS,TIME,RM_CAP,ENRL,GLOB_CAP,LOC_CAP,AVAIL,STAT,FIRECAP,CAMPUS,COLLEGE,LEVEL,COREQS,RESTRICTIONS,PREREQS,COMMENTs
BCH,225L,01,Intro to Organic & Biochm Lab,Burnham (Bruce S.),[21549],  0.0,     ,T,02:50PM-05:50PM,16,   10,,   16,    6,OPEN,50,LAW,LA,UG,BCH 225 F1 [20544],| ONLY Undergraduate,CHE 120 UG D and CHE 121 UG D and ( BIO 115 UG D or BIO 117 UG D),
BCH,330,01,Biochemistry II,Spiegelberg (Bryan D.),[20545],  3.0,     ,MTH,06:30PM-08:00PM,48,   16,,   16,    0,CLSD,49,LAW,LA,UG,,| ONLY Undergraduate,BCH 325 UG D,
BCH,331,JJ1,Biochemistry II Lab,Spiegelberg (Bryan D.),[20546],  1.0,     ,F,01:10PM-04:10PM,23,   14,,   16,    2,OPEN,44,LAW,LA,UG,,| ONLY Undergraduate,BCH 326 UG D and BIO 117 UG D,
BCH,425,C1,Medicinal Chemistry,Burnham (Bruce S.),[20547],  3.0,     ,MWF,10:20AM-11:20AM,16,   11,,   16,    5,OPEN,17,LAW,LA,UG,,| ONLY Undergraduate,BCH 325 UG D,
BCH,490,02,IS:Empl of Super Quat,Duda (Danielle Jacobs),[22113],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
BCH,490,03,IS:Oxi of hen egg yolk/15-lipo,Spiegelberg (Bryan D.),[22122],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
BED,307,G1,Concepts Instuct Media & Tech,Curran (Michael G.),[21399],  3.0,     ,MW,01:10PM-02:40PM,28,   19,,   20,    1,OPEN,59,LAW,ED,UG,,| ONLY Undergraduate| NO Business Administration,,
BED,308,I1,Directed Study in Instruct,Curran (Michael G.),[21400],  3.0,     ,MW,02:50PM-04:20PM,28,   21,,   20,   -1,CLSD,59,LAW,ED,UG,,| ONLY Undergraduate| ONLY Education,,
BED,410,01,SS:Princ/Strat Voc & Coop Educ,Curran (Michael G.),[21897],  3.0,     ,,,,    2,,    1,   -1,CLSD,,LAW,ED,UG,,| ONLY Undergraduate| ONLY Education,Prerequisites: A cumulative GPA of 2.75 or higher,Dean Signature Required
BHP,150,F1,Honors Seminar:Great Ideas II,Lowrey (Phillip L.); Salvatore (Anne T.),[20100],  3.0,     ,TTH,09:45AM-11:15AM,28,   11,,   16,    5,OPEN,29,LAW,LA,UG,,| ONLY Freshmen| ONLY Undergraduate| ONLY Business Honors& Baccalaureate Honors Program,BHP 100 UG C or CMP 120 UG C,
BHP,150,G1,Honors Seminar:Great Ideas II,Quirk (William J.); Yordanova (Tsvetelina),[20103],  3.0,     ,MW,01:10PM-02:40PM,28,   16,,   14,   -2,CLSD,34,LAW,LA,UG,,| ONLY Freshmen| ONLY Undergraduate| ONLY Business Honors& Baccalaureate Honors Program,BHP 100 UG C or CMP 120 UG C,
BHP,150,I1,Honors Seminar:Great Ideas II,Oh (Seiwoong); Rusciano (Frank L.),[20102],  3.0,     ,MW,02:50PM-04:20PM,24,   14,,   13,   -1,CLSD,25,LAW,LA,UG,,| ONLY Freshmen| ONLY Undergraduate| ONLY Business Honors& Baccalaureate Honors Program,BHP 100 UG C or CMP 120 UG C,
BHP,150,L1,Honors Seminar:Great Ideas II,Spiegelberg (Bryan D.); Salvatore (Anne T.),[20101],  3.0,     ,TTH,01:10PM-02:40PM,28,   12,,   16,    4,OPEN,29,LAW,LA,UG,,| ONLY Freshmen| ONLY Undergraduate| ONLY Business Honors& Baccalaureate Honors Program,BHP 100 UG C or CMP 120 UG C,
BHP,150,L2,Honors Seminar:Great Ideas II,Wilner (Arlene F.); Chickering (F. W.),[21398],  3.0,     ,TTH,01:10PM-02:40PM,28,   14,,   16,    2,OPEN,29,LAW,LA,UG,,| ONLY Freshmen| ONLY Undergraduate| ONLY Business Honors& Baccalaureate Honors Program,BHP 100 UG C or CMP 120 UG C,
BHP,212,K1,Children and the Media,DiYanni (Cara J.); Moore (Aaron J.),[20104],  3.0,     ,MW,04:30PM-06:00PM,24,   20,,   15,   -5,CLSD,25,LAW,LA,UG,,| ONLY Baccalaureate Honors Program,Prerequisites: 3.3 GPA,
BHP,232,NN,Sci and Pol of Jersey Shore,Dworkin (Benjamin); Jivoff (Paul R.),[20105],  3.0,     ,TH,01:10PM-04:10PM,28,   10,,   15,    5,OPEN,29,LAW,LA,UG,,| ONLY Undergraduate| ONLY Baccalaureate Honors Program,Prerequisites: 3.3 GPA,
BHP,268,O1,Love&Chivalry in Arthurian Tra,Morse (Mary L.); Schleissner (Margaret),[20106],  3.0,     ,TTH,04:30PM-06:00PM,28,   14,,   15,    1,OPEN,29,LAW,LA,UG,,| ONLY Baccalaureate Honors Program,Prerequisites: 3.3 GPA,
BHP,499,01,Baccalaureate Honors Thesis,Wilner (Arlene F.),[20109],  3.0,     ,,,,    3,,    5,    2,OPEN,,LAW,LA,UG,,| ONLY Senior| ONLY Undergraduate| ONLY Baccalaureate Honors Program,,Prog Dir Signature Required
BHP,499,02,Baccalaureate Honors Thesis,McGee (Timothy C.),[21999],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Senior| ONLY Undergraduate| ONLY Baccalaureate Honors Program,,Instructor Signature Required
BHP,499,03,Baccalaureate Honors Thesis,Heath (Wendy P.); Ortman (Karen L.),[22177],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Senior| ONLY Undergraduate| ONLY Baccalaureate Honors Program,,Instructor Signature Required
BIO,100,E1,Life Science:Human Emphasis,Lavery (Daniel J.),[20583],  3.0,     ,TTH,08:00AM-09:30AM,40,   30,,   30,    0,CLSD,41,LAW,LA,UG,,| ONLY Undergraduate,,
BIO,108,B1,Life Sci: Biol of Human Aging,Riggs (James E.),[20596],  3.0,     ,MWF,09:10AM-10:10AM,24,   13,,   30,   17,OPEN,25,LAW,LA,UG,,| ONLY Undergraduate,,
BIO,108,C1,Life Sci: Biol of Human Aging,Riggs (James E.),[20597],  3.0,     ,MWF,10:20AM-11:20AM,24,   15,,   30,   15,OPEN,25,LAW,LA,UG,,| ONLY Undergraduate,,
BIO,109,REO,From Big Bang to Orig of Life,Yavelow (Jonathan),[21737],  3.0,     ,TH,06:30PM-09:30PM,36,   22,30,   20,   -2,CLSD,37,LAW,LA,UG,,| NO Continuing Studies,,
BIO,109,RER,From Big Bang to Orig of Life,Yavelow (Jonathan),[21736],  3.0,     ,TH,06:30PM-09:30PM,36,    9,30,   10,    1,OPEN,37,LAW,LA,UG,,| ONLY Continuing Studies,,
BIO,110,01,Life Science: Inquiry Approach,Tormey (Richard J.),[20598],  4.0,     ,T,02:20PM-05:20PM,24,    9,,   20,   11,OPEN,25,LAW,LA,UG,BIO 110L 01 [20617],| NO Biochemistry & Biology & Behavioral Neuroscience & Biopsychology & Chemistry & Enviromental Geology & Environmental Science & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences & Nondegree - Biology & Physics & Sustainability Studies | ONLY Undergraduate,,REQUIRED CO-REQUISITE:   BIOL110L NN
BIO,110L,01,Life Sci: Inquiry Approach Lab,Tormey (Richard J.),[20617],  0.0,     ,TH,02:20PM-05:20PM,24,    9,,   20,   11,OPEN,25,LAW,LA,UG,BIO 110 01 [20598],| NO Biochemistry & Biology & Behavioral Neuroscience & Biopsychology & Chemistry & Enviromental Geology & Environmental Science & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences & Nondegree - Biology & Physics & Sustainability Studies | ONLY Undergraduate,,
BIO,116,A1,Prin Bio:Biology of Plants,Jivoff (Paul R.),[20600],  4.0,     ,MWF,08:00AM-09:00AM,165,   23,,   80,   57,OPEN,166,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Chemistry & Environmental Science & Geosciences & Integrated Sciences & Math & Marine Sciences | ONLY Undergraduate,,REQUIRED CO-RQUISITE:   BIO 116L
BIO,116,B1,Prin Bio:Biology of Plants,Jones-Held (Susan); Jivoff (Paul R.),[20601],  4.0,     ,MWF,09:10AM-10:10AM,165,   57,,   80,   23,OPEN,166,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Chemistry & Environmental Science & Geosciences & Integrated Sciences & Math & Marine Sciences | ONLY Undergraduate,,REQUIRED CO-REQUISITE:   BIO 116L
BIO,116L,EE,Prin of Biology: Plants Lab,Jones-Held (Susan),[20621],  0.0,     ,T,08:15AM-11:15AM,20,   16,,   16,    0,CLSD,21,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Biopsychology & Chemistry & Enviromental Geology & Environmental Science & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences & Physics & Sustainability Studies,,
BIO,116L,FF,Prin of Biology: Plants Lab,Power (Susan C.),[20620],  0.0,     ,TH,08:15AM-11:15AM,20,   15,,   16,    1,OPEN,21,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Biopsychology & Chemistry & Enviromental Geology & Environmental Science & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences & Nondegree - Biology & Physics & Sustainability Studies,,
BIO,116L,GG,Prin of Biology: Plants Lab,Juliani (Hector R.),[20619],  0.0,     ,M,01:10PM-04:10PM,20,   17,,   16,   -1,CLSD,21,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Biopsychology & Chemistry & Enviromental Geology & Environmental Science & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences & Nondegree - Biology & Physics & Sustainability Studies,,
BIO,116L,HH,Prin of Biology: Plants Lab,Hoffenberg (Ann),[20623],  0.0,     ,W,01:10PM-04:10PM,20,   15,,   16,    1,OPEN,21,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Biopsychology & Chemistry & Enviromental Geology & Environmental Science & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences & Nondegree - Biology & Physics & Sustainability Studies,,
BIO,116L,LL,Prin of Biology: Plants Lab,STAFF,[20622],  0.0,     ,T,01:10PM-04:10PM,20,   17,,   16,   -1,CLSD,21,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Biopsychology & Chemistry & Enviromental Geology & Geosciences & Integrated Sciences & Math & Liberal Studies - Marine Ecol & Liberal Studies - Environment & Marine Sciences & Nondegree - Biology & Physics & Sustainability Studies,,
BIO,117,C1,Prin Bio:Biology of Cells,Yavelow (Jonathan),[20602],  4.0,     ,MWF,10:20AM-11:20AM,18,   14,,   16,    2,OPEN,19,LAW,LA,UG,BIO 117L GG [20624],| ONLY Biochemistry & Biology & Behavioral Neuroscience & Chemistry & Environmental Science & Geosciences & Marine Sciences | ONLY Undergraduate,,REQUIRED CO-REQUISITE:   BIO 117L
BIO,117L,GG,Prin of Biology: Cells Lab,Yavelow (Jonathan),[20624],  0.0,     ,M,01:10PM-04:10PM,18,   14,,   16,    2,OPEN,19,LAW,LA,UG,BIO 117 C1 [20602],| ONLY Biochemistry & Biology & Behavioral Neuroscience & Chemistry & Environmental Science & Geosciences & Marine Sciences,,
BIO,206,RE,The Pharmaceutical Industry,Adamovics (John A.),[20604],  3.0,     ,TH,06:30PM-09:30PM,48,   12,,   30,   18,OPEN,49,LAW,LA,UG,,| ONLY Undergraduate,BIO 100 UG D or BIO 101 UG D or BIO 108 UG D or BNS 107 UG D or CHE 115 UG D,
BIO,210,01,Hospital Intern Program,Spiegelberg (Bryan D.),[20605],  2.0,     ,,,,   12,,   12,    0,CLSD,,LAW,LA,UG,,| ONLY Junior& Senior& Sophomore| ONLY Undergraduate,BIO 115,Instructor Signature Required
BIO,222,TE,Human Anatomy & Physiology II,Wild (Shawn B.),[20606],  4.0,     ,T,06:30PM-09:30PM,16,   13,,   16,    3,OPEN,17,LAW,LA,UG,BIO 222L RE [20627],| ONLY Undergraduate,BIO 221 UG D and CHE 120 UG D and CHE 121 UG D and CHE 122 UG D and CHE 123 UG D,REQUIRED CO-REQUISITE:    BIO 222L
BIO,222L,RE,Human Anatomy & Phys II Lab,Wild (Shawn B.),[20627],  0.0,     ,TH,06:30PM-09:30PM,16,   13,,   16,    3,OPEN,17,LAW,LA,UG,BIO 222 TE [20606],,BIO 221 and CHE 120 and CHE 121 and CHE 122 and CHE 123,
BIO,265,B1,Genetics,Bidle (Kelly A.),[20608],  4.0,     ,MWF,09:10AM-10:10AM,48,   40,,   48,    8,OPEN,49,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Chemistry | ONLY Undergraduate,( BIO 115 UG D and BIO 117 UG D) and ( BIO 116 UG D or BNS 118 UG D),REQUIRED CO-REQUISITE:  BIO 265L
BIO,265L,HH,Genetics Lab,Bidle (Kelly A.),[20630],  0.0,     ,W,01:10PM-04:10PM,23,   15,,   16,    1,OPEN,44,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Chemistry | ONLY Undergraduate,( BIO 115 and BIO 117 ) and ( BIO 116 or BNS 118 ),
BIO,265L,NN,Genetics Lab,Bidle (Kelly A.),[20629],  0.0,     ,TH,01:10PM-04:10PM,23,   16,,   16,    0,CLSD,44,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Chemistry | ONLY Undergraduate,( BIO 115 and BIO 117 ) and ( BIO 116 or BNS 118 ),
BIO,265L,WE,Genetics Lab,Bidle (Kelly A.),[20631],  0.0,     ,W,06:30PM-09:30PM,23,    8,,   16,    8,OPEN,44,LAW,LA,UG,,| ONLY Biochemistry & Biology & Behavioral Neuroscience & Chemistry | ONLY Undergraduate,( BIO 115 and BIO 117 ) and ( BIO 116 or BNS 118 ),
BIO,272L,01,SS:Marine Biology Lab,Jivoff (Paul R.),[22158],  1.0,     ,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,BIO 115 UG C or BIO 116 UG C or BNS 118 UG C,Academic Coordinator Signature
BIO,300,E1,Developmental Biology,Drawbridge (Julie),[20609],  4.0,     ,TTH,08:00AM-09:30AM,23,    7,,   16,    9,OPEN,44,LAW,LA,UG,BIO 300L GG [20633],| ONLY Undergraduate,( BIO 115 and BIO 117 ) and ( BIO 116 or BNS 118 ),REQUIRED CO-REQUISITE:   BIO 300L
BIO,300L,GG,Developmental Biology Lab,Drawbridge (Julie),[20633],  0.0,     ,M,01:10PM-04:10PM,23,    7,,   16,    9,OPEN,44,LAW,LA,UG,BIO 300 E1 [20609],,( BIO 115 and BIO 117 ) and ( BIO 116 or BNS 118 ),
BIO,370,A1,Immunology,Riggs (James E.),[20610],  4.0,     ,MWF,08:00AM-09:00AM,18,   11,,   16,    5,OPEN,19,LAW,LA,UG,BIO 370L HH [20634],| ONLY Junior& Senior| ONLY Undergraduate,BIO 115 and BIO 117 and ( BIO 116 or BNS 118 ),REQUIRED CO-REQUISITE:   BIO 370L
BIO,370L,HH,Immunology Lab,Riggs (James E.),[20634],  0.0,     ,W,01:10PM-04:10PM,18,   11,,   16,    5,OPEN,19,LAW,LA,UG,BIO 370 A1 [20610],,BIO 115 and BIO 117 and ( BIO 116 or BNS 118 ),
BIO,372,K1,Behav Mar Org: Evol Approach,Jivoff (Paul R.),[20612],  4.0,     ,MW,04:30PM-06:00PM,18,   15,,   16,    1,OPEN,19,LAW,LA,UG,BIO 372L GG [20636],| ONLY Undergraduate,BIO 115 and ( BIO 116 or BNS 118 ),REQUIRED CO-REQUISITE:   BIO 372L
BIO,372L,GG,Beh Mar Org: Evol Apprch Lab,Jivoff (Paul R.),[20636],  0.0,     ,M,01:10PM-04:10PM,16,   15,,   16,    1,OPEN,17,LAW,LA,UG,BIO 372 K1 [20612],,BIO 115 and ( BIO 116 or BNS 118 ),
BIO,490,01,IS:Phylogenetic Ana/Oophilia,Drawbridge (Julie),[22094],  1.0,  4.0,,,,    3,,    1,   -2,CLSD,,LAW,LA,UG,,| ONLY Junior& Senior| ONLY Undergraduate,,Academic Coordinator Signature
BIO,490,02,ISPhotic Innervation in SCN,Karp (Jonathan D.),[22121],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Junior& Senior| ONLY Undergraduate,,Academic Coordinator Signature
BIO,491,01,Internship in Biology,Yavelow (Jonathan),[22106],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,2.5 GPA,Academic Coordinator Signature
BIO,491,02,Internship in Biology,Bidle (Kelly A.),[22174],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,2.5 GPA,Academic Coordinator Signature
BNS,107,B1,Life Sci: Behav Neurosci Emph,Imburgio (Diane J.),[20593],  3.0,     ,MWF,09:10AM-10:10AM,48,    9,,   30,   21,OPEN,49,LAW,LA,UG,,| ONLY Undergraduate,,
BNS,107,F1,Life Sci: Behav Neurosci Emph,Imburgio (Diane J.),[20594],  3.0,     ,TTH,09:45AM-11:15AM,43,   20,,   30,   10,OPEN,44,LAW,LA,UG,,| ONLY Undergraduate,,
BNS,118,B1,Behavioral Neuroscience,Karp (Jonathan D.),[20603],  4.0,     ,MWF,09:10AM-10:10AM,35,   26,,   32,    6,OPEN,36,LAW,LA,UG,,| ONLY Behavioral Neuroscience Major| ONLY Undergraduate,BIO 115 UG D,REQUIRED CO-REQUISITE:   BNS 118L
BNS,118L,GG,Behav Neuroscience Lab,Karp (Jonathan D.),[20625],  0.0,     ,M,01:10PM-04:10PM,16,   13,,   16,    3,OPEN,17,LAW,LA,UG,,,BIO 115,
BNS,118L,HH,Behav Neuroscience Lab,Karp (Jonathan D.),[20626],  0.0,     ,W,01:10PM-04:10PM,16,   12,,   16,    4,OPEN,17,LAW,LA,UG,,,BIO 115,
BNS,250,EE,Biostatistics,Crane (Sharron L.),[20607],  4.0,     ,T,08:15AM-11:15AM,16,   13,,   16,    3,OPEN,17,LAW,LA,UG,BNS 250L FF [20628],| ONLY Undergraduate,Prerequisites: MTH-105 or higher or placement into MTH-210 |Grade of C or better in one lab science course,REQUIRED CO-REQUISITE:   BNS 250L
BNS,250L,FF,Biostatistics Lab,Crane (Sharron L.),[20628],  0.0,     ,TH,08:15AM-11:15AM,16,   13,,   16,    3,OPEN,17,LAW,LA,UG,BNS 250 EE [20607],,,
BNS,375,O1,Neuroethology:Circuits of Beh,Lowrey (Phillip L.),[20613],  4.0,     ,TTH,04:30PM-06:00PM,20,   18,,   16,   -2,CLSD,21,LAW,LA,UG,BNS 375L NN [20637],| ONLY Undergraduate,BIO 115 and BIO 117,REQUIRED CO-REQUISITE:   BNS 375L
BNS,375L,NN,Neuroethology Lab,STAFF,[20637],  0.0,     ,TH,01:10PM-04:10PM,18,   18,,   16,   -2,CLSD,19,LAW,LA,UG,BNS 375 O1 [20613],,BIO 115 and BIO 117,
BNS,415,LL1,Seminar in Behav Neuroscience,Drawbridge (Julie),[20615],  3.0,     ,T,01:10PM-04:10PM,16,   14,,   12,   -2,CLSD,17,LAW,LA,UG,,| ONLY Junior& Senior| ONLY Undergraduate,BIO 115 and BIO 117 and ( BIO 116 or BNS 118 ),Instructor Signature Required
BNS,415,LL2,Seminar in Behav Neuroscience,Lowrey (Phillip L.),[20616],  3.0,     ,T,01:10PM-04:10PM,18,   12,,   12,    0,CLSD,19,LAW,LA,UG,,| ONLY Junior& Senior| ONLY Undergraduate,BIO 115 and BIO 117 and ( BIO 116 or BNS 118 ),Instructor Signature Required
BNS,490,01,IS: BHP Capstone Project,Karp (Jonathan D.),[22067],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,,Academic Coordinator Signature
BNS,491,01,Internship in Behavrl Neurosci,Yavelow (Jonathan),[22009],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,2.5 GPA,Academic Coordinator Signature
BNS,491,02,Internship in Behavrl Neurosci,Karp (Jonathan D.),[22100],  1.0,  4.0,,,,    1,,    1,    0,CLSD,,LAW,LA,UG,,| ONLY Undergraduate,2.5 GPA,Academic Coordinator Signature
BSED,508,01,DS:Org/Adm Coop Wk Exp Prog,Curran (Michael G.),[21402],  3.0,     ,,,,    1,,    1,    0,CLSD,,LAW,ED,GR,,| ONLY Graduate,,
BUS,210,OL1,Intro to Law: Contracts,Sprotzer (Ira B.),[20914],  3.0,     ,,,,   13,,   15,    2,OPEN,,LAW,BU,UG,,| ONLY Undergraduate| ONLY Continuing Studies,2.5 GPA,
BUS,250,TEO,Intro to the Bus of Sports,Shahpar (Sohail),[20917],  3.0,     ,T,06:30PM-09:30PM,48,   42,35,   30,  -12,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate| NO Continuing Studies,,
BUS,250,TER,Intro to the Bus of Sports,Shahpar (Sohail),[20920],  3.0,     ,T,06:30PM-09:30PM,48,    2,35,    5,    3,OPEN,49,LAW,BU,UG,,| ONLY Undergraduate| ONLY Continuing Studies,,
BUS,300,B1,Social & Legal Environment Bus,Goldberg (Ilene V.),[20921],  3.0,     ,MWF,09:10AM-10:10AM,48,   17,,   35,   18,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,54 Credits,
BUS,300,C1,Social & Legal Environment Bus,Goldberg (Ilene V.),[20922],  3.0,     ,MWF,10:20AM-11:20AM,48,   23,,   35,   12,OPEN,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,,
BUS,300,F1,Social & Legal Environment Bus,O'Sullivan-Gavin (Susan),[20925],  3.0,     ,TTH,09:45AM-11:15AM,40,   32,,   35,    3,OPEN,41,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,,
BUS,300,L1,Social & Legal Environment Bus,O'Sullivan-Gavin (Susan),[20924],  3.0,     ,TTH,01:10PM-02:40PM,40,   31,,   35,    4,OPEN,41,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,,
BUS,300,OL1,Social & Legal Environment Bus,Sprotzer (Ira B.),[20926],  3.0,     ,,,,   11,,   15,    4,OPEN,,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Continuing Studies,2.5 GPA,
BUS,300,TEO,Social & Legal Environment Bus,Treceno (Mindy),[20927],  3.0,     ,T,06:30PM-09:30PM,48,   27,35,   20,   -7,CLSD,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| NO Continuing Studies,,
BUS,300,TER,Social & Legal Environment Bus,Treceno (Mindy),[20928],  3.0,     ,T,06:30PM-09:30PM,48,   17,35,   15,   -2,CLSD,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Continuing Studies,,
BUS,375,G1,International Business Law,Denbo (Susan M.),[20941],  3.0,     ,MW,01:10PM-02:40PM,56,   22,,   35,   13,OPEN,57,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate,,
BUS,400,F1,Strategic Mgmt and Policy,Smeltz (Wayne),[20949],  3.0,     ,TTH,09:45AM-11:15AM,48,   30,,   25,   -5,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,G1,Strategic Mgmt and Policy,Chaganti (Radharao),[20952],  3.0,     ,MW,01:10PM-02:40PM,30,   29,,   25,   -4,CLSD,31,LAW,BU,UG,,| ONLY Undergraduate,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,I1,Strategic Mgmt and Policy,Perry (Ronald D.),[20953],  3.0,     ,MW,02:50PM-04:20PM,30,   24,,   25,    1,OPEN,31,LAW,BU,UG,,| ONLY Undergraduate,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,K1,Strategic Mgmt and Policy,Zane (Lee J.),[20954],  3.0,     ,MW,04:30PM-06:00PM,48,   34,,   25,   -9,CLSD,49,LAW,BU,UG,,| ONLY Undergraduate,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,L1,HONORS:Strat Mgt & Policy,Smeltz (Wayne),[20955],  3.0,     ,TTH,01:10PM-02:40PM,52,   25,,   25,    0,CLSD,53,LAW,BU,UG,,| ONLY Undergraduate| ONLY Business Honors,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,O1,Strategic Mgmt and Policy,Kline (William A.),[20973],  3.0,     ,TTH,04:30PM-06:00PM,30,   26,,   25,   -1,CLSD,31,LAW,BU,UG,,| ONLY Undergraduate,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,OL1,Strategic Mgmt and Policy,Chaganti (Radharao),[20975],  3.0,     ,,,,   14,,   15,    1,OPEN,,LAW,BU,UG,,| ONLY Undergraduate| ONLY Continuing Studies,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340||2.5 GPA,
BUS,400,TEO,Strategic Mgmt and Policy,Smeltz (Wayne),[20978],  3.0,     ,T,06:30PM-09:30PM,35,   23,25,   15,   -8,CLSD,36,LAW,BU,UG,,| ONLY Undergraduate| NO Continuing Studies,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,TER,Strategic Mgmt and Policy,Smeltz (Wayne),[20982],  3.0,     ,T,06:30PM-09:30PM,35,    6,25,   10,    4,OPEN,36,LAW,BU,UG,,| ONLY Undergraduate| ONLY Continuing Studies,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,WEO,Strategic Mgmt and Policy,Gossner (Jeffrey P.),[20984],  3.0,     ,W,06:30PM-09:30PM,35,   21,25,   15,   -6,CLSD,36,LAW,BU,UG,,| ONLY Undergraduate| NO Continuing Studies,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,400,WER,Strategic Mgmt and Policy,Gossner (Jeffrey P.),[20986],  3.0,     ,W,06:30PM-09:30PM,35,    4,25,   10,    6,OPEN,36,LAW,BU,UG,,| ONLY Undergraduate| ONLY Continuing Studies,Prerequisite: 84 completed credits and the following courses|ACC 210 220 BUS 300 CIS 185 385 FIN 300 MGT 201|MKT 200 and MSD 340,
BUS,444,G1,HON - Employee Eng/21st Cent,Donovan (John J.); Kutcher (Eugene),[20998],  3.0,     ,MW,01:10PM-02:40PM,48,   18,25,   15,   -3,CLSD,49,LAW,BU,UG,,| ONLY Junior& Senior| ONLY Undergraduate| ONLY Business Honors,,
BUS,490,01,IS: NFL European Expansion,Sprotzer (Ira B.),[21901],  3.0,     ,,,,    3,,    1,   -2,CLSD,,LAW,BU,UG,,| ONLY Undergraduate,,Dean Signature Required
